,job_title,job_comloc,job_experience,job_description
280,Accounting Internship,"Blue & Co., LLC Westerville, OH On-site",Internship · Internship,"About the job
Blue & Co. is seeking multiple interns in various locations and practice groups. We are a firm with a growth mindset looking for people who are eager to succeed and build their careers, while delivering exemplary customer service. Please indicate your location and Practice Group preference on your Resume.

Internship Locations:

Carmel, IN; Indianapolis, IN; Columbus, IN; Seymour, IN; Bloomington, IN; Cincinnati, OH; Columbus, OH; Lexington, KY; Louisville, KY

Practice Groups

Tax, Audit, Healthcare, Reimbursement and Business Valuation. Let's discuss your preferred specialty together!

At Blue & Co., LLC, we believe that “Building Genuine Success” starts with our people. We understand that a successful internship is a vital step for a promising career in public accounting. As an Intern, you will apply concepts learned in the classroom to real world scenarios.

Blue interns can expect to contribute quickly to the success of our team. As an intern, you will have a meaningful, worthwhile experience as you participate on our client-service teams, working on the same tasks as a new Staff Accountant. You will be mentored and receive timely feedback. Our interns learn from the collaborative relationships with co-workers, Blue's leadership teams, and client business owners.

Depending on your Practice Group, your initial responsibilities may include:

Assistance on audits and reviews.
Understanding the impact of business transactions on the financial statements and cultivating the “business advisor” perspective.
Preparation of basic financial statements and schedules for clients.
Standard and complex tax return preparation (1040, S-Corp, C-Corp, Partnerships, 941, 1099).
Tax research projects.
Assistance on Medicaid/Medicare cost reports analysis for health care facilities.
Analysis related to mergers, acquisitions, litigation, ESOPs, and estate and succession planning.

Qualifications:

Strong academic performance (Minimum GPA 3.2).
Accounting, Finance or related business major on track to meet the 150 credit hour requirement for CPA exam.
Intermediate Excel skills.
Demonstrated leadership and problem solving skills; history of extra-curricular or volunteer activities, preferably in a leadership role.
Success in working independently and as part of a team.
Available to work evening/weekends and travel as necessary during peak seasons (travel paid for by firm).
Exhibit strong verbal, written and interpersonal communication skills. Willingness to ask questions to gain strong comprehension of complex subjects.
An intrinsic desire to contribute to a collaborative effort and share in its success.
Authorized to work in the U.S. on a permanent basis.

At the end of your internship, you will have a clear picture of what a rewarding career in public accounting firm can be like. We have a vested interest in your success. It drives our success as our interns and new graduates are a key part of our strategic staffing plan.

Blue & Co., LLC, is proudly ranked as a top 60 CPA firm in the U.S. and named as a “Best Place to Work” in Indiana and Kentucky, and “Best Employer” in Ohio. We take pride in fostering a great culture, providing award-winning professional growth opportunities, and offering the ability to work either in-office, virtual or a flexible combination. At Blue & Co. we truly value the development of ALL employees and encourage them to bring their true authentic selves to work.

We are Responsive. We are Caring. We are Advocates.

We will not sponsor an employment related visa for this position. A background check will be required for employment in this position. Blue is an EOE/AA employer. M/F/D/V. All individuals, including minorities, women, individuals with disabilities, and veterans are encouraged to apply."
281,Intern – Accounting- KFC Yum Center,"Sodexo Live! Louisville, KY On-site",Internship · Internship,"About the job
Job Listing: Intern - Accounting

Are you ready to put your education in to action with on-the-job experience?

The Sodexo Live! Intern Program offers an exciting opportunity for currently enrolled college students to turn their leadership potential into valuable professional experience and get a head start on their careers.

Sodexo Live Information

At Sodexo Live!, we take pride in crafting exceptional events at the most prestigious venues on the planet and creating lasting memories for fans, visitors, guests and team members. Working with Sodexo Live! is more than a job; it's a chance to be part of something greater. Here, you'll build a career where 'everyday' is anything but normal.

Our experiences are unique, and so are our people. Bring your personality, your background and your desire to delight others. In return, we'll give you all you need to thrive. After giving it all, you'll return home knowing that you've played your part in creating a truly unforgettable moment.

2022 Forbes Best Employer for Diversity
2022 Front Office Sports Best Employers in Sports
2022 Disability Equality Index (DEI) Perfect Score

Location: We are seeking an Intern - Accounting for the KFC Yum! Center in Louisville, KY.

The KFC Yum! Center is Louisville's newest multi-purpose arena that boasts a total of 721,762 square feet while offering an arena bowl exceeding 22,000 seats and four meeting rooms spanning approximately 34,000 square feet all within walking distance of more than 4,200 hotel rooms in downtown Louisville. It is home to the University of Louisville men's and women's basketball programs and is ideal for concerts, conventions, corporate events, family shows, ice shows, wrestling and more. The KFC Yum! Center is a state of the art facility with advance technology capabilities that is owned by the Louisville Arena Authority.

Why Should I Apply?

Gain valuable industry experience working with leaders in the hospitality field
Flexible scheduling options that are accommodating to the student's school schedule
Professional development
Mentoring from a Sodexo Live! Manager

Principal Function

The Intern - Accounting position may be found in a variety of Sodexo Live! business environments of varying size and volume, to include convention centers, sporting or events arenas or other entertainment-related venues. The Intern - Accounting may work as an independent contributor reporting directly to the Accounting Manager or Unit Controller, or as part of a larger accounting team.

The Intern - Accounting is responsible for supporting the financial operations of the business by providing management with financial information for forecasting, budgeting and for determining profit and loss. They will assist in entering financial data and will document financial transactions to maintain accurate account balances. They will audit cash receipts, prepare reports, perform reconciliations and research to resolve discrepancies as needed, and may be called upon to conduct special projects as identified by the Unit Controller, Accounting Manager or General Manager.

Essential Responsibilities

Maximize Sodexo Live!'s revenue and operational excellence through implementation of systems and policies related to all aspects of accounting operations.
Contribute to the efficient operation of business unit by reconciling data and providing information, insight, analysis, and recommendations to maximize revenues and profits.
Contribute to goal of making Sodexo Live! #1 in Event Hospitality and the #1 Employer of Choice through personal commitment and leading by example.

Qualifications/Skills

Current college student with studies in hospitality/food management, communications, human resources, accounting, marketing or another industry-related college program.
Ability to multi-task and prioritize and work successfully both independently and as part of a team.
Excellent customer service skills.
Exceptional ability to communicate effectively in both verbal and written formats.
Keen ability to connect easily with others and create positive positioning within a particular context or subject matter.
Demonstrated success in interfacing with a variety of organizational functions and divisions to accomplish tasks.

Other Requirements

Able to work effectively and safely while subject to wet floors, temperature extremes and excessive noise; must be able to lift up to 50 pounds in weight; must be able to maneuver in an often tightly-quartered environment.

Hours may be extended or irregular to include nights, weekends and holidays.

Thank you for expressing interest in employment with Sodexo Live!. While only those candidates considered for this position will be contacted, your resume will remain on file for 90 days.

Sodexo Live! is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, age, genetic information, status as a protected veteran or status as a qualified individual with a disability, or any other characteristic protected by applicable Federal, State or Local law.

Job Posted by ApplicantPro"
282,Accounting Intern,"Shinda Management Corp. New York, New York, United States On-site",Internship · Internship,"About the job
This job is sourced from a job board. Learn more
About the Organization For over three decades, SMC has been in the forefront of proven, quality real estate property management services in the New York/New Jersey metropolitan area. Our property management portfolio consists of rental housing for family and senior residents, developments funded by the low-income housing tax credit program, government assisted rental housing and rent stabilized properties.We care about your concerns and take excellent care of your property. As Owners, we understand that 'good management doesn't cost, it saves'. SMC is dedicated to providing quality property management services at every level of our organization. Every member of our team strives to fulfill our vision of excellent customer services to both our clients and residents. We pledge our commitment to providing quality Real Estate Property Management and Consulting Services.Our Vision: Investing in our people, our properties and our communities to build a lifestyle of prosperity.Our Mission: We're determined to maintain a thriving culture. We are focused on enhancing team effectiveness. We promote individual and collective growth within the community by redefining affordable housing.

Description

The Akida Internship Program provides college and university students the opportunity to gain supervised practical experience within the property management, investment and development industry. Applies generally accepted accounting principles (GAAP) to analyze financial information, reconcile financial statements, prepare general and standard journal entries, assist in budget development, and prepare standard accounting and financial reports for management.

The intern would be reporting to the Accounting and Finance teams and would be supporting them in whichever tasks needed to be completed.

Essential Role And Responsibilities

Preparing and reformatting financial reports as needed, including daily cash report, daily accrued report and monthly and quarterly investors' reports;
Processing Vendor, Purchase Orders, Process checks and payments
Answering telephone questions relating to open invoices and outstanding balances.
General Accounts Receivable
Scanning and Filing documents according to pre-existing systems
Propose and record journal entries
Reviewing, investigating and correcting errors and inconsistencies in financial entries, documents and reports;
Provide any other financial/accounting assistance as needed.
Special projects and other responsibilities as may be determined.
Preparing monthly bank reconciliations, investigating and recording transactions

Position Requirements

Job Requirement

High School diploma or equivalent
At least two years of administrative experience
Computer Skills: Proficiency in Microsoft Office, and internet usage

COVID Vaccination Policy

Akida Corporation requires that all employees are fully vaccinated in an effort to protect the health and safety of our community. New employees must be fully vaccinated, and will be required to show proof of vaccination by showing their physical vaccination card or using the Excelsior Pass or other government-sanctioned vaccine app. All vaccine-related information will be kept private under HIPAA regulations by EA and its employees.

If you have a qualifying medical exemption or sincerely held religious belief that prevents them from getting that vaccine, you should request a Reasonable Accommodation Form from the Human Resources department, which will be reviewed by the Human Resource Manager. You may be required to substantiate their request for exemption with the appropriate documentation. You will not be subject to discrimination or retaliation based on their vaccination status.

Akida Corporation is committed to workplace diversity and inclusion. We are equal opportunity employers and do not discriminate in hiring or employment on the basis of race, color, religion, national origin, gender identity and expression, marital status, sexual orientation, age, disability, veteran status, or any other characteristic protected by federal, state, or local law. Shinda Management Corporation takes affirmative action in support of its policy to employ and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.

Akida Corporation is an Equal Opportunity Employer.

Location Akida Corporation

EOE Statement Shinda Management Corporation is committed to workplace diversity and inclusion. We are equal opportunity employers and do not discriminate in hiring or employment on the basis of race, color, religion, national origin, gender identity and expression, marital status, sexual orientation, age, disability, veteran status, or any other characteristic protected by federal, state, or local law. Shinda Management Corporation takes affirmative action in support of its policy to employ and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.

Full-Time/Part-Time Part-Time

This position is currently accepting applications."
283,High School Student Intern (Summer Job Program),"Graphic Packaging International, LLC Marietta, GA On-site",$12.09/hr - $30/hr (from job description) · Internship · Internship,"About the job
At Graphic Packaging International (NYSE: GPK), we produce the box you may have poured your child’s cereal from this morning, the microwaveable tray that heated your lunch, the paper cup that held your coffee throughout the day, and the carrier of those bottles of craft beer you may enjoy tonight! We’re one of the largest manufacturers of paperboard and paper-based packaging for some of the world’s most recognized brands of food, beverage, foodservice, household, personal care and pet care products. Headquartered in Atlanta, Georgia, we are a team of collaborative, innovative, passionate individuals who are committed to providing consumer packaging that makes a world of difference.

With almost 18,000 employees working in more than 70 locations in North and South America, Europe and the Pacific Rim, we strive to be an environmentally responsible leader in our industry and in the communities where we operate. We are committed to workplace diversity and offer compensation and benefits programs that are among the industry’s best to reward the talented people who make our company successful.

If this sounds like something you would like to be a part of, we’d love to hear from you. Learn more about us at www.graphicpkg.com.

Inspired Packaging. A World of Difference.

OPPORTUNITY: We are a folding carton manufacturing operation seeking candidates to join our team as a CO-OP. We offer outstanding opportunities for our employees to advance their careers through on the job training and job progression. These are skilled trade positions where our employees build successful careers in the Printing & Packaging industry. Our jobs range in pay from $12.09 to $30.00 per hour for Machine Operators and Technicians. We offer a wide array of benefits including, but not limited to, Paid Vacation & Holidays, optional Health, Dental, and Life Insurance, health spending accounts as well as 401-K with matching funds. Employees may voluntarily elect Pet Insurance, Home & Auto Insurance Programs, Purchasing Power, Tuition Reimbursement, AFLAC, Lifelock Identity Protection, and Hyatt Legal Services. Tobacco Cessation and Employee Assistance/Referral Program, Uniform Service, Safety Shoe, and Safety Prescription-Eyewear benefits are also available.

CO-OP JOB SUMMARY: The Manufacturing Career Program (MCP) is a summer job program targeted at 16–18-year-old high school student. The MCP is designed to provide a real-life work experience in manufacturing. Students will be working in state and federal safety compliant roles. The MCP is focused on casting a vision of manufacturing as an excellent career choice for HS students that may not be focused on college as their next step. The MCP experience will include exposure to jobs throughout GPI’s manufacturing environment and include exposure to office support roles such as production control, quality, HR, finance, and customer service. MCP participants will gain a full understanding of GPI’s manufacturing process via rotational work throughout one of the Company’s converting locations; with the objective of joining GPI as a full-time employee upon graduation.

Eligibility: Must be able to work during the Pilot Program dates - June 19th through August 18th, 2023. Must be at least 16 years old, actively enrolled in High School or current graduate. Must have a valid work permit if still in school.
Application Process: Students must complete an application process and are subject to Company selection for MCP participation.
Work Schedule: MCP participants will be assigned to day shift and work a 5 (8 hour) schedule, Monday through Friday.
Job Assignment: MCP Participants will be assigned to positions consistent with State and Federal safety requirements, and consistent with GPI standards on Human and Workplace rights. The objective is to provide a “real life” manufacturing experience working across multiple departments. Participants will also be invited to attend periodic site leadership and daily management meetings.
Selection Criteria: The Company will choose participants based on a number of factors, including, but not limited to graduation date, work experience, extracurricular activities, career plan, GPA, application quality.
Enhanced Orientation: MCP participants will go through an enhanced orientation process focused on personal safety in the workplace. Safety will be reinforced during weekly debrief meetings held with MCP participants. Participants will wear special identifying uniforms/apparel.

Required Skills

WORK ENVIRONMENT:

The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

The noise level in the work environment is usually loud.

Personal Protective Equipment (hearing protection, safety glasses, safety shoes) is required. Other PPE may be required for specific tasks.

Required Experience

At Graphic Packaging International, we produce the paper cup that held your coffee this morning, the basket that transported those bottles of craft beer you enjoyed last weekend, and the microwave tray that heated your gourmet meal last night. We’re one of the largest manufacturers of paperboard and paper-based packaging for some of the world’s most recognized brands of food, beverage, foodservice, household, personal care and pet products. Headquartered in Atlanta, Georgia, we are collaborative, diverse, innovative individuals who create inspired packaging while giving back to our communities. With over 25,000 employees working in more than 130 locations worldwide, we strive to be environmentally responsible in our industry and in the communities where we operate. We are committed to workplace diversity and offer compensation and benefits programs that are among the industry’s best to reward the talented people who make our company successful. If this sounds like something you would like to be a part of, we’d love to hear from you. Learn more about us at www.graphicpkg.com.

Inspired Packaging. A World of Difference.

Graphic Packaging is an Equal Opportunity Employer. All candidates will be evaluated on the basis of their qualifications for the job in question. We do not base our employment decision on an employee's or applicant's race, color, religion, age, gender or sex (including pregnancy), national origin, ancestry, marital status, sexual orientation, gender identity, genetic identity, genetic information, disability, veteran/military status or any other basis prohibited by local, state, or federal law. Click here to view the Poster, EEO is the Law."
284,"BDO USA, LLP, Core Tax Intern - Summer 2024 (Richmond) - Application via WayUp","WayUp Richmond, VA On-site",$22/hr - $39/hr (from job description) · Internship · Internship,"About the job
This role is with BDO USA, LLP. WayUp is partnering with BDO USA, LLP to hire top talent.

JOB SUMMARY: BDO is a place for energetic self-starters who can think and act like entrepreneurs. The Core Tax Services Intern will be responsible for utilizing his / her educational background as well as organizational skills in the service of firm's client base through the preparation of returns and extensions under the supervision of more experienced Core Tax Services professionals. This opportunity will allow you to gain a unique hands-on perspective on our firm’s practices and people, as well as beginning to forge the critical relationships that will help maximize your chance for success in your career. JOB DUTIES:
Tax Compliance
Ensures both that (a) clients comply with all applicable authorities, while at the same time minimizing their tax and reporting burdens, and (b) self and client service teams comply with all Firm policies, standards, and the BDO Tax Quality Manual (“TQM”).
Effectively uses referencing system and workpapers that ties to the return
Completes tasks and organizes file to minimize rework by reviewer;
Ensures data is collected to comply with filing requirements;
Takes initiative on impending due dates/engagement letters
Works with tax software applications to complete simple tax returns for review
Performs quarterly estimates and prepares extensions
Assists with responses to notices from the Internal Revenue Service
Assists in the projection of year-end filings
ASC 740-10 (FAS 109 and FIN 48) Tax Accruals
Correctly and proactively applies Firm policies, standards, and the BDO Tax Quality Manual (TQM) regarding FAS 109 and FIN 48.
Assists with components of income tax provisions.
Tax Consulting
Assists with developing, recommending, and implementing efficient and effective methods to maximize client benefits, especially by decreasing clients’ current and future taxes.
Operates online research tools to gather pertinent tax information;
Monitors tax law and client factual developments on a regular basis, daily or weekly but at least bi-weekly;
Develops and communicates to client service team personnel, viewpoints regarding how those developments might affect clients;
Other duties as required SUPERVISORY RESPONSIBILITIES:
N/A QUALIFICATIONS, KNOWLEDGE, SKILLS AND ABILITIES: EDUCATION:
Enrolled in a Bachelors or Masters program in Accounting or other relevant field required
Pursuing a masters degree in Accounting or other relevant field preferred EXPERIENCE:
Leadership experience preferred LICENSE/CERTIFICATIONS:
Actively pursuing school credits to become a CPA SOFTWARE:
Proficient in Microsoft Office Suite, specifically Word, Excel and PowerPoint LANGUAGE:
N/A OTHER PREFERRED KNOWLEDGE, SKILLS & ABILITIES:
Strong written and verbal communication skills
Ability to follow instructions as directed
Ability to work effectively in a team setting
Positive attitude and willingness to learn
Seeks advice of appropriate superiors regarding issues related to compliance
Ability to prepare simple tax returns Individual salaries that are offered to a candidate are determined after consideration of numerous factors including but not limited to the candidate’s qualifications, experience, skills, and geography. California Range: $31.00/hr - $39.00/hr Colorado Range: $22.00/hr - $27.00/hr New York City/ Valhalla Range: $32.00/hr Washington Range: $31.00/hr - $39.00/hr"
285,"Engineering Intern - Summer 2023 (Torrance, CA)","Singer Vehicle Design Torrance, CA On-site",$22/hr (from job description) · Internship · Internship,"About the job
This job is sourced from a job board. Learn more
About Singer

We are passionate about creating some of the most awesome automobiles in the world. Founded in California in 2009, Singer Vehicle Design is a luxury brand with a global clientele and operations in the US, the UK, and Switzerland. Our mission is described simply as: ""A Relentless Pursuit of Excellence.” The company has become renowned for its collaboration with owners of the air-cooled Porsche 911 in pursuit of bespoke restorations.

Engineering Intern – Summer 2023

Position Summary

Under direct supervision,an Engineering Internship with the Singer Vehicle Design is designed to provide students with a working knowledge of the automotive industry by working side-by-side with our talented team while contributing to meaningful projects in a manner that demonstrates, “Everything is Important.”

The Singer Vehicle Design Engineering Intern is a dynamic position that is responsible for creating and managing project timelines while driving process improvement in all areas with a focus on safety, quality, and delivery.As an Engineering Intern, you will contribute to the definition of manufacturing planning templates, process definition, quality standards and cost reduction initiatives.

Essential Functions

Apply research to the planning, design, development and testing of mechanical and/or electromechanical systems
Creates standard work by clarifying, creating and sharing information in the most effective method
Assist in developing the engineering standards related to manufacturing processes, efficiency, waste reduction, cycle time/throughput improvement, quality assurance, etc.
Designs efficient layouts (2D and 3D) for assembly stations and lines, buffer locations, docks and warehousing, material flow, shipping, etc.
Performs process analysis and simulation (Discrete Event Simulation) to validate and establish process cycle times, throughputs, buffers, failure rates, etc.
Reviews work performed by the Production team and/or external vendors, identifies service quality risks, and collaborates with Quality team to drive performance improvement initiatives both internally and externally
Optimizes vehicle components and processes for manufacturing in collaboration with cross-functional teams considering KPIs such as quality, productivity, and capital expenditure
Creates and manages manufacturing BOMs, work instructions, and specifications
Creates and/or improves Preventative Maintenance plans for tools, tooling, shop aids, equipment, and facilities for resources within assigned scope
Plan, execute and initiate process improvements (such as Lean or Six Sigma)
Evaluate and help reimagine existing processes
Develop metrics that provide data process and continuous improvement
Capture historical data to identify indicators for future improvement opportunities
Compile data from previous emails and communication
Help in the preparation of administrative reports and presentations
Study and understand past sales and purchases to aid in future plans and strategies
Create process materials; work instructions, basic training, etc.
Perform other tasks as assigned by internship managers
Performs other duties as assigned

Qualifications

Required Education and/or Experience

Currently enrolled in an accredited BS or MS degree program, and majoring in Automotive, Mechanical, Manufacturing, or Industrial Engineering or related program.
Strong interest in the automotive world
Willingness to ask questions, take initiative, and be resourceful
Emerging partnership and collaboration skills and the ability to learn from and share knowledge with co-workers in a rapidly moving environment
Emerging leadership skills
Ability to deliver new and creative solutions to sophisticated problems
Accuracy, thoroughness, and timeliness

Preferred Education And/or Experience

Excellent written and verbal communication skills with the ability to distill sophisticated subjects to a wider audience
Team oriented, strong ability to multi-task and work in a fast-paced environment and to multiple deadlines
Proficient in working with SQL, Excel, Tableau or similar data analysis software
Proficient in Solidworks, or CATIA preferred
Ability to create 2D drawings of mechanical components and assembly processes

Skills/Abilities And Attributes

Strong analytical, project management, computer, communication, and writing skills (typing, spelling, grammar)
Team oriented, with a strong ability to multi-task and work in a fast-paced environment to meet multiple deadlines
Ability to creatively overhaul and re-design any project or workflow to optimize comprehension, while meeting requirements
Ability to communicate and collaborate with diverse co-workers and personalities in sales, engineering, production, and management; ability to have insight into their changing needs
Excellent communicator, both written and verbal; ability to express ideas clearly and actively listen to others
Excellent time management with an ability to balance multiple projects and timelines
Strong organizational, problem-solving, and collaborative skills with the ability to prioritize efficiently and effectively within and across departments
Positive attitude and strong work ethic

Physical Demands/Work Environment

Must be able to use fingers, hands, and arms at computer keyboard for extended periods
Must have ability to speak clearly and distinctly and hear and be heard and understood in person, by telephone and email
Must be able to reach in and work safely in and around vehicles
Must be able to work in a busy/fast paced automotive shop environment
Occasional lifting of up to 25 lbs., infrequent lifting of up to 50 lbs.
Must be able to work in a seated, standing, and/or walking position for long periods of time
Must be able to use fingers, hands, and arms at computer keyboard for extended periods
Must be able to work extended hours
Must be able to wear appropriate PPE in the production environment

Compensation

This is a full-time paid summer internship for $22.00 per hour.

Benefits

Singer employees enjoy generous paid time off, low-cost health insurance, a 401(k) plan with a company match, life and AD&D insurance, long-term and short-term disability, Snap-On tools for our techs, and continuous opportunities for learning and advancement within the company.

Equal Employment Opportunity

We are committed to building a team that includes individuals from different cultural backgrounds, ethnicities, genders, ages, sexual orientation, and physical abilities, reflecting the diversity of the communities where we work and live.

Department: Engineering

This is an internship position"
286,2025 Audit/Tax Summer Intern,"Aldrich Carlsbad, CA On-site",Internship · Internship,"About the job
About The Position

Are you an undergraduate student interested in exploring a career in public accounting? Our summer interns will have the opportunity to work within our Promoting Opportunities & Outstanding Leaders (POOL) program which provides exposure to tax, audit, and consulting.

Throughout our internship experience, interns will also work alongside both our audit and tax teams. Our POOL program aims to develop our newest team members through focused education, varied experience and achievement of specific goals. It is our belief that by providing broad exposure to the variety of services and niches within our firm, our interns and future staff will be better equipped to effectively serve our clients.

Why Aldrich

Aldrich is a growth-minded west coast regional professional services firm with an innovative and entrepreneurial spirit. We are a values driven firm committed to accountability, agility, collaboration, and respect.

Aldrich's leadership philosophy encompasses the firm's clearly defined mission, vision, and values. We exist to improve the lives of our people, our clients and our communities.

Honoring why we exist and our people as our number one priority, Aldrich is committed to providing opportunities to develop the whole person and ensure employees can bring their authentic selves to our shared mission. Aldrich supports individuals’ pursuit of wild success in life and work, and their ability to impact their colleagues, clients, and communities. Aldrich is an equal opportunity employer.

Check out more about Aldrich at

You'll Get a Chance To
Developing a broad understanding of complex accounting and auditing concepts
Identifying and communicating accounting and auditing matters to senior associates and managers
Preparing audit planning documents, procedures and reports, or tax returns
Reviewing and evaluating internal control systems and policies and procedures
Examining and organizing accounts and tax records
Computing taxes owed according to prescribed rates, laws, and regulations
Assisting in conducting tax research, studies and special projects

What You Bring To The Team
Expected or completed Bachelor’s degree in Accounting, Business, Finance or Economics from an accredited college/university
Superior communication skills
Excellent research and writing skills
Ambitious with a desire to continually improve

What You Should Know

The Summer Internship program is 32 hours a week for 8 weeks. This is a temporary non-exempt position and will be required to be in person. As a temporary employee, with the exception of 401k, you will not be eligible for employee benefits.

To Apply

Please submit your resume, a brief cover letter, and a copy of your updated transcript(s). Be sure to upload all documents in PDF format."
287,Accounting Intern,"Empire Pipe & Supply Birmingham, AL On-site",Internship,"About the job
📢📢 Job Opportunity: Accounting Intern 📢📢
Empire Pipe and Supply is seeking a motivated and responsible undergraduate student with a keen interest in pursuing a career in accounting or finance. This is an excellent opportunity to gain valuable experience at our rapidly growing company, known for its strong and positive corporate culture.
🔍 About Empire Pipe and Supply:
Empire Pipe and Supply is a leading distributer in the industrial pipe industry. We pride ourselves on providing exceptional service and high-quality products to our customers. Join our team and be a part of our continued success!
🔎 Internship Duties:
As an accounting intern, you will work closely with our CFO/Controller, assisting with various day-to-day tasks. These tasks include audit-related assignments, financial statement preparation, document summarization, data entry, and other clerical duties. This internship will provide you with hands-on experience in the accounting field and allow you to develop a strong foundation for your future career.
⏳ Timeframe:
The internship start date is as early as possible, and the end date can be flexible, aligning with the beginning of the fall semester. We understand the importance of balancing work and education, and we will accommodate your academic schedule as much as possible.
💼 Requirements:
Currently enrolled as an undergraduate student with a focus on accounting, finance, or a related field
Strong attention to detail and excellent organizational skills
Proficiency in Microsoft Excel and other accounting software is a plus
Ability to work independently and as part of a team
Strong communication and interpersonal skills
🏢 Why Join Empire Pipe and Supply:
By joining our team as an accounting intern, you will have the chance to work in a dynamic and supportive environment. You will be exposed to real-world accounting practices and gain valuable industry experience. We believe in investing in our employees' growth and development, and this internship will provide you with a solid foundation to kick-start your accounting career.
✉️ How to Apply:
If you are a motivated and responsible undergraduate student looking to gain practical experience in the accounting field, we want to hear from you! Please send your resume and a cover letter highlighting your interest in the internship to [email protected] Be sure to include ""Accounting Intern Application"" in the subject line.
Don't miss this opportunity to kick-start your accounting career at Empire Pipe and Supply! Apply today and take the first step towards a successful future in finance and accounting. 🎉🎉"
288,"Student Intern, Plant Accounting","Tucson Electric Power Tucson, AZ On-site",$17/hr (from job description) · Internship · Internship,"About the job
About Us

UNS Energy Corporation , headquartered in Tucson, Arizona, is a subsidiary of Fortis Inc. , the largest investor-owned electric and gas distribution utility in Canada. Our public utility subsidiaries, Tucson Electric Power Company, UNS Electric, Inc. and UNS Gas, Inc., power our economy by providing electric and gas service to nearly 700,000 customers in Arizona.

We embrace a spirit of giving, dedicated to improving quality of life in the communities we have served for generations, and in TEP’s case, since the 1890s. We’re building a cleaner, greener grid, with more wind and solar power than ever before, while maintaining safe, reliable, and affordable service.

Your Employer of Choice

Our culture is rooted in shared core values that define how we work and who we are. Our team of innovative professionals bring their authentic selves to work each day to power our vision and make a difference.

We Create Opportunities For Employees To Thrive Through

Continual growth: In an industry changing faster than ever before, our commitment to professional growth and leadership development means we never stop challenging ourselves to explore new possibilities.
Active Engagement: We support a collaborative environment, with peer-to-peer learning and employee-driven groups that foster an inclusive culture.
Total compensation: UNS Energy Corporation also offers a competitive compensation and benefits package that includes a 401k plan with a generous company match, a company-sponsored pension plan, affordable individual and family health insurance plans, tuition assistance, life insurance, long-term disability insurance and much more.

Hear from some of our employees, here and here .

Job Description - Student Intern, Plant Accounting

We are currently seeking a talented individual for the position of Student Intern, Plant Accounting. The successful candidate will supplement the permanent staff and offer work experience to college students in Accounting. We are looking for an energetic addition to our team to analysis, preparation of schedules, journal entries and reports. The person should have a strong interest in the area of accounting or finance.

Position-Related Responsibilities

Performs analysis of company data
Prepares journal entries and reports
Participates in special projects
Performs other administrative assignments as required

A Qualified Candidate Will

Must be a full-time student, at least 12 credit hours, in an accredited university or community college and maintain good academic standing
Student must be pursuing a degree in Accounting or related discipline with a graduation date no earlier than May 2025
Must be able to work a minimum of 20 hours per week during regular business hours; up to 40 hours during summer and school breaks
Must have a high level of interpersonal skills and the ability to protect highly sensitive and confidential information
Must have effective verbal and written communications skills
Must possess functional knowledge of Microsoft Office products
Ability to work independently as well as in a team environment

Pay Rate: $17.00 + Dependent on qualifications.

All job offers are contingent on successful completion of a pre-employment drug screen and background check.

California Job Applicants - click here to see our Job Applicant Privacy Notice."
289,Engineering Intern (Summer 2023),"MS Technology, Inc. Oak Ridge, TN On-site",Internship · Internship,"About the job
This job is sourced from a job board. Learn more
MS Technology is a growing, vibrant company supporting some of the most important missions for our nation and region. We not only specialize in providing engineering and project support, but we are a leader in design, development, and deployment of critical, innovative technologies. To help lead the way, MS Technology only hires the best, most passionate team players to be a part of our organization.

We are currently seeking a motivated and talented student to participate in our Summer Internship Program who is pursuing a career in one of the following engineering disciplines: electrical, mechanical, nuclear, structural, and systems engineering. Our Summer Internship Program is designed to expand and strengthen a student’s professional background and hands-on experience by being exposed to different areas within their field of study. The student will be given meaningful work over a period of 8-10 weeks to apply their academic knowledge and gain valuable skills while working with our Engineering Team at various stages of projects. The student will be coached and mentored throughout the internship to ensure they are provided with a broad, well-rounded learning experience.

Responsibilities
Provide support to Engineering Team.
Incorporate academic knowledge into hands-on work.
Focused on learning the basics of engineering.
Complete well-defined tasks within schedule.
Working in a team environment.
Learns well from feedback and responds graciously.
Adhere to Company’s core values: commitment to our employees, our customers, and our community.
At the end of the internship, the student will present what they learned to the MS Technology Management Team.
Qualifications
Must be a US Citizen.
Must be currently enrolled in an undergraduate or graduate engineering degree program.
Overall GPA of 3.0 or greater.
Requires a fundamental understanding and application of engineering principles.
Strong organizational, problem solving, and troubleshooting skills.
Excellent written and verbal communication skills.
Microsoft Office Word, Excel, PowerPoint, Access, SharePoint.
Benefits

All eligible employees enjoy an excellent benefits package, including medical/dental/vision insurance, short/long-term disability, life insurance, 401(k), paid time off including holidays, and tuition reimbursement.

EEO Statement

MS Technology, Inc. is an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, gender, age, sexual orientation, gender identity, status as a protected veteran, or status as a qualified individual with a disability.

EEO Employer/Vet/Disabled

Powered by JazzHR"
